ad_link,price,title,make_model_link,download_date_time,Unnamed: 0,car_make,id1,car_model,id2,link,Relevant
https://suchen.mobile.de/fahrzeuge/details.html?id=367386012&action=topOfPage&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,338888,Ferrari 488 Spider / LIFT / KAMERA / KERAMIK,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=367058945&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,239000,Ferrari 488 Spider *AFS*Karbon*Lift*Kamera*HiFi*,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=372842116&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,162690,Ferrari 488 Spider *CARBON*LED*KERAMIK*DISPLAY*,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=378293626&action=eyeCatcher&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,228890,Ferrari 488 Spider*Lift*Carbon*Kameras*Beif.Display*Voll,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=354970439&action=topInCategory&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,319885,Ferrari 488 Spider Tailor Made 2. Hand - FERRARI DÜSSELD,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=376100673&action=topInCategory&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,252999,Ferrari 488 Spider ATELIER*CARBONFUL*RACINGSEAT*CAPRISTO,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=370249597&action=topInCategory&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,268900,Ferrari 488 Spider*Lift*PDC*RFK*elektr. Sitze*Mwst,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=380498742&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,219800,Ferrari 488 Spider   ***Ferrari Frankfurt***,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=382130059&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,242500,Ferrari 488 Spider ~Ferrari Munsterhuis~,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=381541882&action=eyeCatcher&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,220150,Ferrari 488 Spider CARBON LIFTER JBL ROSSO FUOCO,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=367172648&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,235000,Ferrari 488 Spider Carbon Lifting JBL 670hk,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=383278936&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,239880,Ferrari 488 Spider-Bicolor- Goldrake racing seats-Camera,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=381677771&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,239950,Ferrari 488 Spider ~Ferrari Munsterhuis~,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=370726270&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,238000,Ferrari 488 Spider *FERRARI DENMARK*,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=374738988&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,249900,Ferrari 488 Spider,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=384003427&action=eyeCatcher&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,279000,Ferrari 488 Spider Spider -,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=376100673&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,252999,Ferrari 488 Spider ATELIER*CARBONFUL*RACINGSEAT*CAPRISTO,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=374297952&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,267750,Ferrari 488 Spider  ATELIER JBL CARBON CAMERA,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=370009027&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,239885,Ferrari 488 Spider 1. Hand - FERRARI DÜSSELDORF -,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=382147913&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,251268,Ferrari 488 Spider *FERRARI SPIDER*,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=376323045&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,249000,Ferrari 488 Spider|Carbon|Lift|Camera|RacingSeats|1.Hand,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
https://suchen.mobile.de/fahrzeuge/details.html?id=374307323&dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&pageNumber=1&ref=srp&refId=10b43190-7676-b44c-af7f-15f08e214448&s=Car&sb=rel&searchId=10b43190-7676-b44c-af7f-15f08e214448&vc=Car,298000,Ferrari 488 Spider Novitec*Capristo*Racing Seats *Carbon,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,20240214_063805,1015,Ferrari,8600,488 Spider,40,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=8600%3B40%3B%3B&ref=quickSearch&s=Car&sb=rel&vc=Car,x
